Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Tyler Dibling,ENG,Southampton,"FW,MF",19,30,18,1697,2,0,6,0,2.5,1.5,67,60,90,0.11,0.0,0.13,0.08,N/a,N/a,N/a,N/a,32.1,0.48,0.07,19.3,462,80.8,1454,90.2,85.1,44.4,20,25,20,1,60,55,2.92,4,0.21,34,20,26,10,19,5,14,7,806,24,105,369,351,40,103,42.7,36.9,519,2096,67,47,26,41,53,604,90,28,48,2,27,74,10,21,32.3,2
Jean-Ricner Bellegarde,FRA,Wolves,"MF,FW",26,31,18,1486,2,6,3,0,1.3,3.6,47,36,81,0.12,0.36,0.08,0.22,N/a,N/a,N/a,N/a,25.0,0.3,0.10,21.7,404,79.2,1227,89.7,80.9,57.7,26,27,15,7,36,53,3.21,10,0.61,33,19,18,6,18,3,15,10,725,23,126,328,287,41,58,22.4,53.4,445,1375,47,34,10,36,23,499,81,29,39,1,38,55,8,18,30.8,2
James Maddison,ENG,Tottenham,MF,28,30,20,1764,9,6,6,0,5.8,4.1,43,160,92,0.46,0.31,0.3,0.21,N/a,N/a,N/a,N/a,43.6,0.87,0.23,16.7,1001,81.3,4891,90.9,86.0,45.9,39,121,32,5,160,92,4.7,17,0.87,30,18,28,19,15,4,11,11,1438,25,207,677,567,76,74,41.9,44.6,1010,2227,43,39,19,23,24,1112,92,31,63,4,95,73,5,7,41.7,2
Jadon Sancho,ENG,Chelsea,FW,25,28,18,1668,3,4,1,0,2.0,3.4,96,86,214,0.16,0.22,0.11,0.18,N/a,N/a,N/a,N/a,30.4,0.38,0.13,15.3,624,82.5,1950,89.2,84.0,50.0,35,25,46,0,86,65,3.51,10,0.54,10,6,12,7,9,0,9,2,915,11,114,267,544,116,95,47.4,40.0,619,2337,96,32,55,29,21,715,214,6,11,5,23,97,5,10,33.3,2
Jacob Ramsey,ENG,Aston Villa,"FW,MF",23,26,18,1485,1,3,2,0,1.4,2.1,57,64,103,0.06,0.18,0.09,0.12,N/a,N/a,N/a,N/a,23.5,0.24,0.06,16.1,470,85.5,1446,92.0,84.2,73.7,18,30,20,1,64,49,2.97,8,0.48,29,15,20,10,21,3,18,7,712,12,134,252,338,66,42,57.1,23.8,466,1598,57,31,19,39,21,542,103,12,24,5,10,74,6,10,37.5,2
Alexander Isak,SWE,Newcastle Utd,FW,25,31,31,2487,22,6,1,0,19.0,4.0,77,77,196,0.8,0.22,0.69,0.15,N/a,N/a,N/a,N/a,42.5,1.34,0.22,14.5,459,74.0,1466,83.2,77.5,62.2,38,32,26,1,77,85,3.08,14,0.51,12,5,12,7,18,2,16,3,932,20,54,348,544,174,87,48.3,50.6,556,1721,77,40,43,62,50,659,196,25,13,20,15,54,25,48,34.2,2
Alejandro Garnacho,ARG,Manchester Utd,"MF,FW",20,32,21,1966,5,1,2,0,6.2,3.5,130,50,260,0.23,0.05,0.28,0.16,N/a,N/a,N/a,N/a,37.0,1.24,0.07,16.9,579,79.3,1035,89.5,82.9,56.5,29,19,21,3,50,69,3.16,4,0.18,28,18,33,22,17,0,17,11,1033,13,118,329,603,152,82,29.3,62.2,748,2922,130,66,63,57,46,793,260,10,38,9,47,102,3,23,11.5,2
Yankuba Minteh,GAM,Brighton,"FW,MF",20,28,16,1499,5,4,6,0,3.7,4.7,68,37,159,0.3,0.24,0.22,0.29,N/a,N/a,N/a,N/a,46.4,0.78,0.18,13.6,284,61.9,1558,77.6,62.1,45.8,25,12,28,7,37,52,3.13,10,0.6,43,31,45,28,17,0,17,10,687,27,122,194,389,117,81,46.9,44.4,391,1684,68,17,53,42,19,405,159,17,9,4,73,73,16,25,39.0,2
Georginio Rutter,FRA,Brighton,"MF,FW",23,28,19,1656,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,0.14,N/a,N/a,N/a,N/a,24.0,0.65,0.10,15.5,237,66.8,1174,77.0,66.7,62.5,19,30,16,1,67,64,3.47,8,0.43,39,15,36,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,1405,42,36,16,45,37,411,79,34,45,7,9,66,25,46,35.2,2
Chris Wood,NZL,Nott'ham Forest,FW,33,31,30,2509,19,3,1,0,11.1,2.3,13,34,74,0.68,0.11,0.4,0.08,N/a,N/a,N/a,N/a,58.8,1.08,0.31,14.5,270,66.2,803,71.1,66.4,68.4,17,14,8,1,34,39,1.4,5,0.18,4,4,8,7,11,7,4,5,637,32,76,307,256,79,11,36.4,54.5,316,430,13,9,5,63,23,472,74,22,20,24,1,40,80,117,40.6,2
Kevin De Bruyne,BEL,Manchester City,"MF,FW",33,24,16,1455,3,7,2,0,3.4,7.6,47,128,132,0.19,0.43,0.21,0.47,N/a,N/a,N/a,N/a,27.1,0.8,0.06,21.9,756,75.6,3720,85.1,76.7,58.1,51,75,48,10,128,101,6.24,11,0.68,15,8,21,17,8,0,8,7,1153,10,70,391,702,66,30,40.0,46.7,677,1825,47,43,18,24,25,862,132,14,16,5,115,53,4,14,22.2,2
Anthony Elanga,SWE,Nott'ham Forest,FW,23,33,26,2052,6,9,1,0,3.9,4.4,79,47,164,0.26,0.39,0.17,0.19,N/a,N/a,N/a,N/a,45.7,0.7,0.17,16.8,426,65.3,2060,84.1,63.2,34.3,40,26,23,7,47,82,3.6,14,0.61,17,12,16,12,9,1,8,5,900,29,124,259,533,86,73,30.1,46.6,468,2071,79,41,36,65,35,592,164,7,32,13,142,79,22,33,40.0,2
Pedro Neto,POR,Chelsea,FW,25,31,20,1923,4,4,8,0,2.8,5.4,110,56,220,0.19,0.19,0.13,0.25,N/a,N/a,N/a,N/a,31.4,0.75,0.08,18.9,618,78.5,2121,92.8,81.3,47.8,42,28,33,21,56,83,3.88,7,0.33,21,9,18,11,12,2,10,8,1008,11,87,295,642,102,91,31.9,44.0,656,2845,110,51,38,39,24,734,220,18,29,3,131,70,10,26,27.8,2
Brennan Johnson,WAL,Tottenham,FW,23,30,22,1993,11,3,5,0,9.8,2.3,57,68,192,0.5,0.14,0.44,0.1,N/a,N/a,N/a,N/a,37.7,0.9,0.21,11.4,433,71.6,1559,81.1,75.3,37.9,19,25,34,6,68,46,2.08,7,0.32,39,26,31,15,22,3,19,4,807,16,88,272,459,120,42,45.2,47.6,519,1394,57,20,32,24,16,598,192,25,24,9,51,58,7,20,25.9,2
Bruno Fernandes,POR,Manchester Utd,MF,30,32,31,2668,8,9,4,2,9.4,6.8,62,264,114,0.27,0.3,0.32,0.23,N/a,N/a,N/a,N/a,30.0,0.81,0.06,21.7,1462,75.2,9009,86.7,80.2,52.9,77,171,63,9,264,157,5.3,12,0.4,73,44,75,46,30,4,26,25,2297,59,385,1086,848,70,64,42.2,48.4,1331,3256,62,58,11,35,37,1605,114,26,37,2,164,187,20,27,42.6,2
Bruno Guimarães,BRA,Newcastle Utd,MF,27,34,34,2912,4,6,6,0,3.8,5.6,53,241,79,0.12,0.19,0.12,0.17,N/a,N/a,N/a,N/a,23.7,0.28,0.11,16.3,1303,82.1,7054,90.7,87.5,56.4,45,158,67,6,241,119,3.68,17,0.53,71,41,61,32,33,9,24,27,1963,74,396,1011,577,71,71,47.9,29.6,1274,3047,53,39,11,51,73,1474,79,54,99,2,24,161,17,16,51.5,2
Bryan Mbeumo,CMR,Brentford,FW,25,33,33,2964,18,6,2,0,10.6,7.8,110,125,300,0.55,0.18,0.32,0.24,N/a,N/a,N/a,N/a,45.5,0.91,0.20,17.7,763,67.3,3786,79.7,72.8,38.1,63,52,55,16,125,129,3.92,17,0.52,41,26,29,12,21,3,18,14,1523,47,216,483,851,137,93,45.2,41.9,924,3035,110,61,64,87,38,1034,300,22,40,11,171,137,31,68,31.3,2
Omari Hutchinson,ENG,Ipswich Town,"MF,FW",21,27,26,2223,3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.1,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,581,78.3,1609,88.2,84.6,52.7,23,43,20,9,69,64,2.59,6,0.24,30,11,45,32,24,1,23,10,1061,12,168,450,463,74,114,39.5,47.4,645,2288,71,35,30,68,55,748,131,28,36,4,56,90,6,22,21.4,2
Bukayo Saka,ENG,Arsenal,"FW,MF",23,21,17,1454,6,10,3,0,5.9,6.7,79,61,222,0.37,0.62,0.36,0.42,N/a,N/a,N/a,N/a,35.2,1.18,0.09,15.9,470,75.1,2140,90.0,72.4,48.2,49,13,32,10,61,100,6.19,22,1.36,23,13,20,10,19,0,19,2,840,6,46,180,621,139,83,44.6,41.0,535,2065,79,27,43,28,37,610,222,13,35,5,109,61,8,19,29.6,2
Ollie Watkins,ENG,Aston Villa,FW,29,34,27,2263,15,7,2,0,14.5,2.9,50,28,143,0.6,0.28,0.58,0.12,N/a,N/a,N/a,N/a,42.1,1.27,0.17,12.2,277,73.7,579,78.8,81.1,75.0,22,11,11,0,28,50,1.99,11,0.44,9,6,11,8,11,3,8,7,620,17,46,223,360,153,38,23.7,65.8,363,1022,50,21,35,51,44,486,143,27,29,12,7,39,46,61,43.0,2
Marcus Tavernier,ENG,Bournemouth,"FW,MF",26,24,16,1561,3,5,5,0,5.2,2.8,37,99,103,0.17,0.29,0.3,0.16,N/a,N/a,N/a,N/a,31.3,0.86,0.06,20.5,525,72.6,2689,86.3,78.2,43.6,36,61,29,9,99,82,4.73,10,0.58,38,23,25,16,14,2,12,4,942,18,104,354,504,49,47,42.6,51.1,534,1525,37,35,7,36,42,601,103,25,20,4,89,96,22,30,42.3,2
Callum Hudson-Odoi,ENG,Nott'ham Forest,"FW,MF",24,28,24,2107,5,2,2,0,2.5,2.7,126,66,186,0.21,0.09,0.11,0.11,N/a,N/a,N/a,N/a,45.9,0.73,0.14,18.3,660,82.1,1957,92.0,81.9,50.0,44,35,30,10,66,94,4.02,11,0.47,20,14,16,5,11,0,11,13,988,14,107,316,590,72,62,58.1,29.0,617,3301,126,61,45,44,23,751,186,12,21,8,74,90,3,10,23.1,2
Phil Foden,ENG,Manchester City,"MF,FW",24,25,19,1686,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,742,84.0,2445,90.6,89.2,59.6,42,40,35,5,95,84,4.48,9,0.48,12,5,17,10,12,1,11,9,1074,13,81,374,628,79,39,33.3,53.8,676,1674,47,30,15,35,30,840,119,5,31,3,73,58,3,8,27.3,2
Dango Ouattara,BFA,Bournemouth,FW,23,30,19,1843,7,4,2,0,8.2,5.2,73,41,184,0.34,0.2,0.4,0.25,N/a,N/a,N/a,N/a,33.9,0.98,0.12,13.4,339,59.8,1561,72.4,62.2,39.1,31,20,23,9,41,65,3.18,6,0.29,31,23,38,22,33,8,25,8,885,55,148,285,470,123,74,48.6,43.2,454,1611,73,32,37,55,30,535,184,15,17,13,80,83,41,57,41.8,2
Noni Madueke,ENG,Chelsea,FW,23,28,23,1723,7,3,3,0,8.2,3.9,133,63,208,0.37,0.16,0.43,0.2,N/a,N/a,N/a,N/a,41.1,1.57,0.10,14.6,452,77.5,1677,86.5,76.1,56.4,28,12,33,8,63,72,3.76,8,0.42,22,15,33,20,14,0,14,8,837,18,83,237,531,163,84,42.9,46.4,562,2970,133,43,80,41,24,646,208,20,24,4,58,67,10,15,40.0,2
Nicolas Jackson,SEN,Chelsea,FW,23,28,26,2114,10,5,7,0,12.2,4.3,46,37,125,0.43,0.21,0.52,0.18,N/a,N/a,N/a,N/a,43.2,1.36,0.14,12.7,291,76.2,850,81.9,78.0,64.3,28,22,10,1,37,68,2.9,10,0.43,19,11,8,5,13,2,11,3,658,19,46,272,349,137,59,30.5,50.8,401,1293,46,24,30,65,39,490,125,32,29,19,3,44,18,35,34.0,2
Matheus Cunha,BRA,Wolves,"MF,FW",25,29,26,2341,15,6,3,0,7.8,7.3,102,129,144,0.58,0.23,0.3,0.28,N/a,N/a,N/a,N/a,42.1,1.54,0.16,20.6,727,72.0,3989,85.3,76.1,45.3,51,88,54,10,129,117,4.5,16,0.62,35,21,35,24,19,1,18,16,1393,22,172,644,625,113,125,45.6,43.2,795,3021,102,86,35,70,48,939,144,39,69,8,120,120,10,27,27.0,2
Matheus Nunes,POR,Manchester City,"DF,MF",26,23,16,1404,1,5,4,0,0.9,4.2,56,66,151,0.06,0.32,0.06,0.27,N/a,N/a,N/a,N/a,42.9,0.19,0.14,18.3,885,86.5,2479,91.4,88.7,66.2,21,43,25,7,66,39,2.5,6,0.38,28,18,31,18,14,3,11,12,1166,35,207,442,522,53,33,45.5,39.4,717,1991,56,26,22,27,11,842,151,28,14,6,37,57,13,15,46.4,2
Cole Palmer,ENG,Chelsea,MF,22,33,32,2831,14,8,6,0,15.8,9.3,103,194,165,0.45,0.25,0.5,0.3,N/a,N/a,N/a,N/a,36.0,1.27,0.10,20.3,1019,76.9,5022,85.9,84.8,59.6,78,145,61,17,194,180,5.72,14,0.45,25,16,21,13,14,1,13,8,1650,20,133,735,804,126,103,45.6,39.8,1046,3306,103,66,35,61,34,1219,165,12,55,6,133,93,1,7,12.5,2
Mikkel Damsgaard,DEN,Brentford,"MF,FW",24,33,29,2495,2,10,2,0,2.6,7.3,62,204,115,0.07,0.36,0.09,0.26,N/a,N/a,N/a,N/a,22.6,0.25,0.06,17.1,954,72.8,6345,85.4,73.5,52.8,55,144,62,15,204,109,3.93,21,0.76,73,40,69,42,33,2,31,25,1619,33,293,734,614,70,89,51.7,36.0,924,2615,62,42,9,53,42,1075,115,15,26,6,118,152,12,25,32.4,2
Milos Kerkez,HUN,Bournemouth,DF,21,33,33,2897,2,5,4,0,0.5,3.3,89,141,161,0.06,0.16,0.02,0.1,N/a,N/a,N/a,N/a,29.4,0.16,0.12,20.4,1141,75.4,5978,89.3,78.1,36.8,30,79,34,22,141,74,2.3,9,0.28,49,26,36,14,33,11,22,38,1858,101,482,782,616,57,43,44.2,32.6,926,3158,89,62,15,42,18,1004,161,27,44,1,115,148,25,46,35.2,2
Mohamed Salah,EGY,Liverpool,FW,32,33,33,2921,27,18,1,0,23.7,12.1,138,127,407,0.83,0.55,0.73,0.37,N/a,N/a,N/a,N/a,43.0,1.42,0.17,14.7,785,71.3,3340,83.8,69.6,61.6,75,49,80,13,127,144,4.44,24,0.74,20,11,14,7,11,0,11,7,1481,10,87,446,967,310,120,45.0,52.5,1012,3209,138,54,110,102,60,1236,407,22,33,15,64,90,9,12,42.9,2
Morgan Rogers,ENG,Aston Villa,"FW,MF",22,33,33,2763,8,8,9,0,6.1,6.9,102,113,171,0.26,0.26,0.2,0.22,N/a,N/a,N/a,N/a,36.5,0.62,0.15,15.8,606,73.9,3021,81.4,76.6,80.0,45,69,51,2,113,95,3.1,13,0.42,35,18,38,20,24,7,17,5,1229,36,182,535,537,133,145,41.4,45.5,718,2908,102,62,32,102,67,866,171,46,47,2,21,103,11,43,20.4,2
Morgan Gibbs-White,ENG,Nott'ham Forest,MF,25,29,29,2377,5,7,9,1,4.6,4.4,63,139,115,0.19,0.27,0.18,0.17,N/a,N/a,N/a,N/a,34.6,0.68,0.10,17.0,834,78.5,3949,84.9,82.0,58.8,44,110,35,7,139,98,3.71,17,0.64,39,18,30,15,14,4,10,17,1382,32,166,695,543,83,73,39.7,46.6,778,2303,63,46,12,66,37,1037,115,32,35,7,36,113,36,46,43.9,2
Martin Ødegaard,NOR,Arsenal,MF,26,26,23,2040,2,6,4,0,4.4,4.6,79,231,142,0.09,0.26,0.2,0.2,N/a,N/a,N/a,N/a,31.7,0.57,0.02,18.7,1099,82.6,4925,90.3,87.1,53.0,56,115,78,5,231,112,4.95,13,0.57,19,11,24,20,4,0,4,4,1494,6,98,625,785,104,54,40.7,55.6,1031,3279,79,72,23,28,38,1188,142,10,20,1,80,86,8,7,53.3,2
Emile Smith Rowe,ENG,Fulham,MF,24,30,23,1852,6,2,2,0,4.3,1.1,50,120,113,0.29,0.1,0.21,0.05,N/a,N/a,N/a,N/a,29.4,0.49,0.18,15.4,834,90.0,2308,92.0,95.4,69.2,18,74,15,1,120,65,3.16,11,0.53,30,17,24,16,20,2,18,11,1110,20,153,523,444,55,33,48.5,45.5,720,1832,50,38,11,32,13,853,113,17,12,4,13,68,6,17,26.1,2
Luis Díaz,COL,Liverpool,FW,28,32,25,2150,11,5,2,0,9.2,4.9,102,102,265,0.46,0.21,0.39,0.2,N/a,N/a,N/a,N/a,40.6,1.09,0.17,13.7,683,84.4,2361,89.1,86.1,82.1,53,43,43,6,102,115,4.81,16,0.67,33,21,34,21,15,0,15,7,1088,15,75,377,655,154,110,46.4,43.6,718,2777,102,51,55,51,42,860,265,46,29,10,29,96,12,33,26.7,2
Raúl Jiménez,MEX,Fulham,FW,33,34,26,2134,10,3,4,0,11.1,2.9,31,55,117,0.42,0.13,0.47,0.12,N/a,N/a,N/a,N/a,32.5,1.14,0.08,14.2,409,71.4,1402,81.2,74.5,61.2,17,34,10,3,55,54,2.28,6,0.25,28,18,18,12,19,5,14,9,884,30,106,377,414,148,45,40.0,53.3,495,966,31,20,16,61,41,651,117,35,36,14,20,70,72,83,46.5,2
Sávio,BRA,Manchester City,"FW,MF",21,27,21,1734,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,1.09,0.02,17.7,676,80.9,1700,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3,2
Anthony Gordon,ENG,Newcastle Utd,FW,24,30,25,2200,6,5,2,0,8.0,4.9,110,92,194,0.25,0.2,0.33,0.2,N/a,N/a,N/a,N/a,29.1,0.65,0.09,16.6,661,73.1,3348,86.1,77.7,42.2,50,59,50,16,92,98,4.01,12,0.49,31,17,34,22,24,2,22,6,1165,16,115,439,630,123,96,36.5,46.9,750,3016,110,56,55,28,35,839,194,19,62,8,120,92,5,7,41.7,2
Stephy Mavididi,ENG,Leicester City,FW,26,30,16,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,460,75.0,1429,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5,2
Antoine Semenyo,GHA,Bournemouth,FW,25,32,32,2823,8,4,9,0,9.1,5.7,132,103,258,0.26,0.13,0.29,0.18,N/a,N/a,N/a,N/a,31.0,1.15,0.07,17.2,713,73.4,2622,85.0,76.7,38.0,44,47,44,8,103,121,3.86,12,0.38,51,33,40,26,55,7,48,8,1448,41,174,504,802,174,122,52.5,40.2,875,3299,132,64,64,75,69,1012,258,64,36,14,52,142,60,71,45.8,2
Son Heung-min,KOR,Tottenham,FW,32,28,23,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,703,79.0,2671,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3,2
Antonee Robinson,USA,Fulham,DF,27,33,32,2899,0,10,8,0,0.7,4.1,110,120,257,0.0,0.31,0.02,0.13,N/a,N/a,N/a,N/a,12.5,0.06,0.00,22.1,1482,76.5,9277,86.5,78.9,56.6,41,109,50,26,120,74,2.3,11,0.34,84,56,86,43,36,6,30,56,2339,121,741,893,739,65,75,44.0,41.3,1252,3937,110,59,29,40,18,1402,257,30,17,6,158,142,45,25,64.3,2
Justin Kluivert,NED,Bournemouth,"MF,FW",25,29,25,2026,12,6,7,0,9.9,4.8,68,94,142,0.53,0.27,0.44,0.21,N/a,N/a,N/a,N/a,44.0,0.98,0.12,20.1,495,73.8,2173,83.1,76.0,55.1,44,40,31,6,94,92,4.08,11,0.49,21,9,19,15,20,0,20,13,937,23,91,314,552,114,81,40.7,46.9,553,2006,68,46,34,46,24,607,142,39,27,5,76,68,7,23,23.3,2
Jørgen Strand Larsen,NOR,Wolves,FW,25,32,29,2463,13,2,4,0,10.3,2.4,16,28,105,0.48,0.07,0.37,0.09,N/a,N/a,N/a,N/a,60.4,1.17,0.25,11.5,271,63.0,658,70.2,62.9,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,694,34,83,328,284,104,17,41.2,58.8,325,445,16,13,9,88,32,506,105,46,18,14,6,42,66,96,40.7,2
Kai Havertz,GER,Arsenal,"FW,MF",25,21,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,401,78.5,1010,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9,2
Kaoru Mitoma,JPN,Brighton,"FW,MF",27,33,28,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.32,0.16,N/a,N/a,N/a,N/a,46.3,0.89,0.17,13.9,701,75.3,2073,86.7,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,148,445,734,156,127,38.6,57.5,785,3659,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1,2
Rayan Aït-Nouri,ALG,Wolves,DF,23,33,33,2775,4,7,7,1,2.4,4.7,74,96,156,0.13,0.23,0.08,0.15,N/a,N/a,N/a,N/a,25.0,0.26,0.13,15.0,1278,83.9,5290,93.3,86.3,41.1,36,66,27,9,96,75,2.43,12,0.39,81,51,66,25,40,6,34,22,1895,85,518,808,592,82,111,48.6,38.7,977,2762,74,53,23,40,42,1154,156,28,38,5,83,131,20,28,41.7,2
Keane Lewis-Potter,ENG,Brentford,"DF,FW",24,33,31,2714,1,3,5,0,2.6,3.0,92,88,143,0.03,0.1,0.08,0.1,N/a,N/a,N/a,N/a,51.9,0.46,0.04,20.5,858,77.2,4201,89.4,79.0,49.7,22,56,40,14,88,65,2.16,8,0.27,44,26,42,16,24,9,15,19,1414,93,430,542,460,69,94,40.4,50.0,747,2921,92,61,34,42,18,835,143,14,27,4,67,131,26,33,44.1,2
Mohammed Kudus,GHA,West Ham,"FW,MF",24,28,28,2331,4,2,1,1,6.5,2.3,87,75,198,0.15,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.9,0.77,0.06,15.7,640,83.6,1678,90.0,89.3,68.5,27,42,26,12,75,95,3.67,6,0.23,33,19,27,17,23,1,22,4,1142,12,158,466,558,114,188,44.7,46.3,747,2292,87,56,39,66,88,888,198,35,58,18,70,125,10,35,22.2,2
Kevin Schade,GER,Brentford,FW,23,33,21,1931,7,2,3,0,6.2,3.3,54,32,139,0.33,0.09,0.29,0.16,N/a,N/a,N/a,N/a,42.2,0.89,0.16,11.9,279,58.7,1249,69.2,60.1,41.5,19,29,9,3,32,46,2.15,8,0.37,34,23,20,8,14,2,12,5,757,37,124,209,439,121,75,34.7,57.3,382,1236,54,26,33,48,33,468,139,19,31,13,36,71,75,62,54.7,2
Dwight McNeil,ENG,Everton,"MF,FW",25,17,13,1185,3,4,1,0,1.1,3.8,32,61,68,0.23,0.3,0.08,0.29,N/a,N/a,N/a,N/a,37.5,0.68,0.13,21.6,390,73.0,2513,86.2,81.1,52.9,33,35,33,10,61,62,4.71,7,0.53,11,6,19,11,7,0,7,5,645,3,65,280,315,22,38,55.3,42.1,374,970,32,29,4,22,28,435,68,6,14,1,92,65,3,14,17.6,2
Dominik Szoboszlai,HUN,Liverpool,MF,24,31,25,2190,5,3,6,0,6.9,5.1,64,110,118,0.21,0.12,0.28,0.21,N/a,N/a,N/a,N/a,31.7,0.78,0.08,18.6,996,84.6,3055,89.1,88.1,72.3,43,74,31,5,110,99,4.07,12,0.49,30,20,37,22,34,4,30,9,1408,23,180,684,562,92,35,54.3,37.1,721,2030,64,45,17,34,20,961,118,35,21,4,33,117,18,22,45.0,2
Dominic Solanke,ENG,Tottenham,FW,27,24,23,2052,7,3,0,0,9.9,2.9,29,45,87,0.31,0.13,0.43,0.13,N/a,N/a,N/a,N/a,39.3,0.96,0.13,12.2,248,71.9,913,76.6,77.1,66.7,14,27,9,0,45,37,1.62,8,0.35,18,11,12,8,17,7,10,0,623,31,67,285,277,108,50,32.0,62.0,369,797,29,20,14,65,45,438,87,36,36,5,4,37,41,55,42.7,2
Leandro Trossard,BEL,Arsenal,FW,30,34,25,2264,8,5,4,1,6.6,5.1,71,91,202,0.32,0.2,0.26,0.2,N/a,N/a,N/a,N/a,30.3,0.8,0.12,16.0,616,73.6,2709,84.8,76.0,51.2,36,40,41,9,91,78,3.1,6,0.24,25,16,31,22,28,0,28,9,1118,15,117,350,667,137,70,41.4,44.3,710,1879,71,47,27,53,42,836,202,24,41,5,78,90,6,21,22.2,2
Liam Delap,ENG,Ipswich Town,FW,22,33,30,2424,12,2,9,0,9.1,1.9,59,30,104,0.45,0.07,0.34,0.07,N/a,N/a,N/a,N/a,43.5,1.0,0.16,16.0,208,61.0,640,70.1,63.5,39.1,20,16,6,0,30,60,2.23,7,0.26,10,7,14,12,8,0,8,2,647,29,76,271,320,87,80,46.3,43.8,422,1485,59,44,28,96,55,507,104,65,48,13,5,64,52,67,43.7,2
Bernardo Silva,POR,Manchester City,"MF,FW",30,29,25,2311,3,4,7,0,3.2,4.2,92,109,180,0.12,0.16,0.13,0.17,N/a,N/a,N/a,N/a,35.7,0.39,0.11,12.9,1284,86.9,3579,91.9,88.7,65.3,44,70,30,7,109,79,3.08,8,0.31,49,32,49,26,30,7,23,19,1705,42,298,675,749,127,55,45.5,41.8,1068,3501,92,59,30,21,31,1261,180,25,27,3,50,90,5,10,33.3,2
