Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%
Jorge Cuenca,ESP,Fulham,DF,25,6,3,259,0,0,0,0,0.0,0.0,0,9,0,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,13.1,102,83.6,1768,89.5,88.2,42.9,0,7,0,0,9,1,0.35,0,0.00,2,2,5,3,3,3,0,2,152,23,88,59,6,1,2,100.0,0.0,65,116,0,1,0,1,0,92,0,2,2,0,1,9,6,3,66.7
Jorginho,ITA,Arsenal,MF,33,14,9,703,0,0,5,0,0.1,0.4,12,48,6,0.00,0.00,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.2,410,86.7,6450,91.5,88.4,58.3,3,44,10,0,48,12,1.55,0,0.00,12,4,20,12,3,0,3,7,519,9,92,303,130,3,4,25.0,50.0,302,874,12,13,0,10,9,388,6,15,17,0,1,54,1,6,14.3
Joshua Acheampong,ENG,Chelsea,DF,18,4,2,170,0,0,1,0,0.2,0.0,0,8,0,0.00,0.00,0.12,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.9,104,83.9,2025,90.6,92.6,55.0,0,6,0,0,8,2,1.06,0,0.00,2,1,2,0,1,0,1,1,137,7,48,81,8,3,2,50.0,0.0,106,409,0,2,0,2,0,111,0,0,1,0,0,7,1,6,14.3
Joshua Zirkzee,NED,Manchester Utd,"FW,MF",23,32,14,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.10,N/a,N/a,N/a,N/a,39.3,0.71,0.11,13.1,292,71.2,3600,78.1,74.4,50.0,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0
José Sá,POR,Wolves,GK,32,27,27,2430,0,0,2,0,0.0,0.1,0,2,0,0.00,0.00,0.00,0.01,1.67,62.0,25.9,33.3,N/a,0.00,N/a,N/a,544,63.8,14150,99.1,97.1,30.8,2,18,1,0,2,4,0.15,0,0.00,2,2,2,0,0,0,0,0,911,725,903,9,0,0,7,100.0,0.0,565,2205,0,0,0,1,0,450,0,4,8,0,0,31,9,1,90.0
Jota Silva,POR,Nott'ham Forest,"FW,MF",25,28,5,844,3,1,5,0,2.0,2.9,20,18,58,0.32,0.11,0.22,0.31,N/a,N/a,N/a,N/a,31.8,0.75,0.14,14.5,115,60.5,1635,77.4,60.3,35.3,14,4,9,3,18,29,3.09,3,0.32,25,13,25,20,9,1,8,12,347,19,82,98,178,45,33,30.3,42.4,172,610,20,12,8,24,12,198,58,24,23,8,21,42,21,27,43.8
João Félix,POR,Chelsea,"FW,MF",25,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/a,N/a,N/a,N/a,25.0,1.22,0.05,15.9,171,85.9,2588,90.5,91.2,66.7,6,22,8,0,26,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,6,17,1,0,22,4,5,44.4
João Gomes,BRA,Wolves,MF,24,33,33,2781,3,1,10,1,2.7,1.2,53,148,68,0.10,0.03,0.09,0.04,N/a,N/a,N/a,N/a,21.2,0.23,0.09,18.1,1262,84.9,18027,91.0,85.6,60.7,22,107,22,1,148,62,2.01,3,0.10,105,62,102,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,2593,53,50,6,38,49,1230,68,67,41,1,27,178,9,24,27.3
João Pedro,BRA,Brighton,"FW,MF",23,27,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/a,N/a,N/a,N/a,35.7,0.69,0.12,17.2,482,72.9,6847,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8
Joël Veltman,NED,Brighton,DF,33,19,19,1643,0,0,4,0,0.5,0.5,29,79,32,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,716,80.0,12082,89.8,80.6,63.3,6,61,8,5,79,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8
Joško Gvardiol,CRO,Manchester City,DF,23,34,33,3007,5,0,2,0,4.4,2.0,81,251,98,0.15,0.00,0.13,0.06,N/a,N/a,N/a,N/a,29.7,0.33,0.14,13.0,2321,90.9,37878,94.4,93.2,68.9,25,237,20,1,251,69,2.07,7,0.21,51,34,37,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35.0,1886,5715,81,92,13,25,16,2132,98,13,23,2,19,132,48,33,59.3
Julian Araujo,MEX,Bournemouth,DF,23,10,6,426,0,0,1,0,0.0,0.0,3,14,19,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,158,79.0,2687,89.2,86.0,36.0,0,18,1,0,14,4,0.85,0,0.00,8,3,10,6,3,0,3,6,242,19,80,120,47,2,0,N/a,N/a,108,205,3,1,0,5,2,128,19,5,1,0,6,28,2,7,22.2
Julio Enciso,PAR,Ipswich Town,"FW,MF",21,11,10,709,2,3,3,0,1.5,1.2,16,22,33,0.25,0.38,0.19,0.16,N/a,N/a,N/a,N/a,38.5,1.27,0.08,22.7,148,70.8,2405,78.0,75.3,50.0,10,13,7,1,22,23,2.92,4,0.51,11,8,9,5,3,0,3,1,330,4,46,168,128,16,49,46.9,42.9,164,595,16,18,6,17,27,212,33,8,16,0,15,39,7,16,30.4
Julio Enciso,PAR,Brighton,"MF,FW",21,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.00,0.00,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.00,21.3,99,66.0,1464,81.3,72.5,22.7,5,13,4,1,14,12,3.69,0,0.00,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,11,10,4,7,9,141,17,3,7,0,20,15,6,5,54.5
Jurriën Timber,NED,Arsenal,DF,23,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1194,85.6,17327,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4
Justin Devenny,NIR,Crystal Palace,MF,21,20,4,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.00,0.14,0.09,N/a,N/a,N/a,N/a,50.0,0.84,0.13,21.2,120,70.6,1883,80.5,69.0,38.1,6,15,4,1,16,11,2.30,0,0.00,14,9,14,7,3,0,3,0,232,7,42,115,80,7,4,50.0,50.0,109,274,4,5,1,16,2,140,12,7,0,1,17,21,2,13,13.3
Justin Kluivert,NED,Bournemouth,"MF,FW",25,31,27,2161,12,6,8,0,10.0,4.8,74,95,153,0.50,0.25,0.42,0.20,N/a,N/a,N/a,N/a,41.5,0.92,0.11,20.4,533,74.3,8205,83.6,76.3,53.8,45,41,32,6,95,95,3.95,11,0.46,21,9,21,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,2162,74,52,34,50,26,653,153,42,29,5,80,73,7,25,21.9
Jáder Durán,COL,Aston Villa,FW,21,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.00,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,115,70.6,1558,81.0,68.0,45.5,4,10,1,0,13,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,14,15,5,3,19,19,19,50.0
Jørgen Strand Larsen,NOR,Wolves,FW,25,32,29,2463,13,2,4,0,10.0,2.4,16,28,106,0.48,0.07,0.37,0.09,N/a,N/a,N/a,N/a,60.4,1.17,0.25,11.4,272,63.1,3547,70.5,63.2,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,46,18,14,6,42,66,96,40.7
Kai Havertz,GER,Arsenal,"FW,MF",25,21,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,401,78.5,4833,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9
Kalvin Phillips,ENG,Ipswich Town,MF,29,19,14,1237,0,0,6,1,0.4,0.2,4,51,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,18.2,0.15,0.00,24.3,436,79.1,8581,83.1,86.7,61.2,5,49,6,1,51,17,1.24,3,0.22,35,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50.0,309,569,4,5,0,25,10,393,4,28,20,0,20,68,7,22,24.1
Kamaldeen Sulemana,GHA,Southampton,"FW,MF",23,23,14,1178,1,1,2,0,1.4,0.9,57,26,76,0.08,0.08,0.10,0.07,N/a,N/a,N/a,N/a,30.8,0.61,0.04,18.8,253,79.8,3674,89.4,82.4,44.4,10,6,13,7,26,28,2.14,3,0.23,16,14,13,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,330,1409,57,34,23,37,22,358,76,19,10,2,25,52,9,21,30.0
Kaoru Mitoma,JPN,Brighton,"FW,MF",27,33,28,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,N/a,N/a,N/a,N/a,46.3,0.89,0.17,13.9,701,75.3,9130,86.9,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1
Kasey McAteer,IRL,Leicester City,"FW,MF",23,15,6,612,0,1,2,0,0.7,0.6,16,11,53,0.00,0.15,0.10,0.09,N/a,N/a,N/a,N/a,44.4,0.59,0.00,16.5,143,71.5,1995,84.7,72.7,50.0,8,8,6,2,11,18,2.65,2,0.29,14,11,21,12,13,1,12,3,288,17,54,112,128,21,16,12.5,62.5,174,480,16,9,8,14,10,193,53,15,14,2,16,34,10,16,38.5
Keane Lewis-Potter,ENG,Brentford,"DF,FW",24,34,32,2759,1,3,6,0,2.6,3.0,92,88,143,0.03,0.10,0.08,0.10,N/a,N/a,N/a,N/a,51.9,0.46,0.04,20.5,869,77.2,14318,89.5,79.4,49.4,22,56,40,14,88,65,2.12,8,0.26,44,26,43,17,24,9,15,19,1430,94,436,550,463,69,95,41.1,49.5,756,2939,92,62,34,42,19,845,143,16,28,4,68,132,26,33,44.1
Kenny Tete,NED,Fulham,DF,29,19,18,1504,0,2,4,0,1.2,0.9,33,49,47,0.00,0.12,0.07,0.05,N/a,N/a,N/a,N/a,9.1,0.12,0.00,16.1,669,81.2,10739,91.5,80.4,61.4,7,60,9,6,49,32,1.91,3,0.18,50,34,34,14,22,6,16,29,1033,58,332,421,288,32,19,42.1,31.6,534,1229,33,20,7,16,10,595,47,28,14,1,29,65,18,12,60.0
Kepa Arrizabalaga,ESP,Bournemouth,GK,30,28,28,2520,0,0,3,0,0.1,0.0,0,2,0,0.00,0.00,0.00,0.00,1.25,75.4,25.0,0.0,0.0,0.00,0.00,9.7,672,72.0,18664,98.1,98.3,48.0,1,9,0,0,2,4,0.14,0,0.00,1,0,2,2,1,0,1,0,990,732,961,28,1,1,1,100.0,0.0,556,1574,0,0,0,0,0,435,0,2,5,0,0,51,7,1,87.5
Kevin Danso,AUT,Tottenham,DF,26,6,5,482,0,0,0,0,0.4,0.1,10,17,1,0.00,0.00,0.07,0.01,N/a,N/a,N/a,N/a,33.3,0.37,0.00,17.5,342,88.4,6292,90.4,93.2,54.1,2,22,2,1,17,7,1.31,2,0.37,5,4,6,2,6,6,0,2,453,55,241,190,24,7,2,50.0,50.0,320,903,10,4,0,7,1,334,1,6,7,0,1,21,12,8,60.0
Kevin De Bruyne,BEL,Manchester City,"MF,FW",33,25,17,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,N/a,N/a,N/a,N/a,28.6,0.82,0.08,21.7,799,76.0,13542,85.5,76.8,57.8,51,80,51,11,135,104,6.08,11,0.64,17,9,23,18,8,0,8,7,1210,10,73,408,739,71,32,37.5,50.0,711,1860,47,45,18,24,26,907,137,16,16,5,122,56,4,15,21.1
Kevin Schade,GER,Brentford,FW,23,34,22,1998,8,2,3,0,6.5,3.4,56,32,144,0.36,0.09,0.29,0.15,N/a,N/a,N/a,N/a,43.5,0.90,0.17,11.9,287,58.9,4447,69.0,60.8,41.5,20,29,9,3,32,50,2.25,9,0.41,34,23,20,8,15,2,13,5,780,37,128,217,450,124,79,36.7,55.7,395,1260,56,26,34,52,34,484,144,19,33,13,36,76,76,63,54.7
Kieran Tierney,SCO,Arsenal,"DF,FW",27,10,1,181,0,0,0,0,0.2,0.9,5,12,22,0.00,0.00,0.10,0.43,N/a,N/a,N/a,N/a,0.0,0.00,0.00,2.6,96,82.1,1508,94.5,78.3,54.5,7,7,5,2,12,8,3.98,0,0.00,5,4,5,2,0,0,0,2,133,4,20,46,67,4,3,33.3,33.3,58,125,5,3,1,1,0,90,22,0,2,2,10,3,3,5,37.5
Kieran Trippier,ENG,Newcastle Utd,DF,34,23,13,1192,0,3,1,0,0.1,1.3,25,106,52,0.00,0.23,0.01,0.10,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.2,942,82.1,16029,94.1,85.4,47.8,19,65,17,2,106,49,3.70,6,0.45,36,19,34,13,9,3,6,11,1267,45,354,550,371,12,7,57.1,42.9,562,1139,25,13,4,11,7,780,52,16,10,2,74,61,19,14,57.6
Kiernan Dewsbury-Hall,ENG,Chelsea,"MF,FW",26,12,2,259,0,1,0,0,0.2,1.1,5,14,11,0.00,0.35,0.08,0.37,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.8,127,83.6,1898,91.5,83.9,50.0,3,12,3,0,14,5,1.73,1,0.35,8,5,6,2,2,0,2,1,181,4,28,95,58,6,4,50.0,50.0,93,221,5,1,0,1,3,137,11,4,6,0,2,9,0,1,0.0
Kobbie Mainoo,ENG,Manchester Utd,MF,20,21,17,1416,0,0,5,0,0.6,1.6,21,56,38,0.00,0.00,0.04,0.10,N/a,N/a,N/a,N/a,15.4,0.13,0.00,20.8,627,86.1,8304,91.9,87.7,71.8,14,45,9,0,56,29,1.84,1,0.06,39,24,34,13,16,2,14,19,924,19,175,523,235,32,46,50.0,45.7,568,1089,21,14,10,30,32,656,38,26,19,2,4,77,18,27,40.0
Konstantinos Mavropanos,GRE,West Ham,DF,27,30,20,1944,0,0,6,1,1.5,0.5,16,60,2,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.23,0.00,14.8,1010,85.9,19926,91.2,92.3,58.4,5,60,4,1,60,16,0.74,0,0.00,32,22,25,11,23,17,6,38,1428,221,743,631,62,24,17,52.9,29.4,792,2123,16,10,1,12,0,934,2,17,14,3,2,67,56,24,70.0
Kosta Nedeljković,SRB,Aston Villa,DF,19,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,47,88.7,853,95.7,84.0,80.0,0,5,0,0,6,0,0.00,0,0.00,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,1,0,0,1,0,32,0,0,1,0,1,4,0,1,0.0
Kostas Tsimikas,GRE,Liverpool,DF,28,16,7,666,0,1,2,0,0.4,1.8,15,67,38,0.00,0.14,0.05,0.25,N/a,N/a,N/a,N/a,50.0,0.27,0.00,16.1,447,83.7,7676,94.3,88.3,51.2,11,39,9,3,67,23,3.10,2,0.27,27,17,19,6,5,2,3,10,607,24,136,280,195,11,8,50.0,25.0,298,671,15,5,2,4,4,382,38,9,6,1,53,26,5,6,45.5
Kristoffer Ajer,NOR,Brentford,DF,27,21,17,1395,0,0,5,0,0.8,1.2,27,52,42,0.00,0.00,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.19,0.00,10.2,483,78.2,7530,86.6,79.7,49.1,8,41,7,4,52,18,1.16,2,0.13,25,17,26,12,17,4,13,12,765,52,257,356,158,35,16,43.8,50.0,376,1171,27,11,2,15,12,477,42,12,6,1,14,42,27,22,55.1
Kyle Walker,ENG,Manchester City,DF,34,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.00,0.00,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,11928,94.6,91.3,51.2,7,63,7,4,64,17,1.58,0,0.00,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3
Kyle Walker-Peters,ENG,Southampton,DF,28,33,33,2918,0,2,5,0,0.8,2.8,114,139,144,0.00,0.06,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.00,18.3,1493,88.2,22418,93.9,90.0,60.2,24,119,30,4,139,63,1.94,7,0.22,44,29,34,18,27,15,12,19,2022,151,615,884,539,59,91,41.8,42.9,1271,4367,114,72,24,32,39,1433,144,28,52,2,51,135,11,21,34.4
Lamare Bogarde,NED,Aston Villa,"DF,MF",21,8,5,476,0,0,2,0,0.0,0.1,12,14,9,0.00,0.00,0.01,0.02,N/a,N/a,N/a,N/a,100.0,0.19,0.00,20.2,240,88.2,3682,92.8,92.2,33.3,2,24,1,0,14,10,1.89,1,0.19,14,6,16,6,5,3,2,1,325,16,95,191,40,4,4,50.0,25.0,173,599,12,6,1,6,8,212,9,8,11,0,0,13,6,6,50.0
Leandro Trossard,BEL,Arsenal,FW,30,35,26,2354,8,5,4,1,6.8,5.2,75,96,207,0.31,0.19,0.26,0.20,N/a,N/a,N/a,N/a,30.9,0.80,0.12,15.9,632,73.7,10338,85.1,76.4,51.2,37,41,43,9,96,80,3.06,6,0.23,26,17,31,22,31,0,31,9,1148,15,120,361,684,143,71,42.3,43.7,731,1939,75,49,29,57,44,857,207,25,43,6,79,93,7,22,24.1
Leif Davis,ENG,Ipswich Town,DF,25,31,30,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,854,71.5,14708,86.0,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0
Leny Yoro,FRA,Manchester Utd,DF,19,19,11,1069,0,0,5,0,0.7,0.0,19,48,4,0.00,0.00,0.06,0.00,N/a,N/a,N/a,N/a,20.0,0.08,0.00,8.6,642,92.2,10301,95.5,93.9,65.0,1,43,4,1,48,7,0.59,0,0.00,25,10,17,6,5,3,2,17,814,80,378,377,61,13,3,33.3,66.7,553,1557,19,11,1,3,2,588,4,9,2,1,1,41,16,15,51.6
Leon Bailey,JAM,Aston Villa,"FW,MF",27,23,14,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,273,70.7,4275,81.4,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0
Lesley Ugochukwu,FRA,Southampton,MF,21,24,16,1525,1,1,6,0,0.9,1.0,29,49,20,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,10.0,0.06,0.10,17.0,570,84.9,8819,88.2,91.5,58.3,14,52,7,1,49,23,1.36,1,0.06,49,24,33,15,26,9,17,14,839,46,200,478,167,24,27,70.4,25.9,460,1194,29,15,6,12,11,570,20,28,14,0,6,62,20,17,54.1
Levi Colwill,ENG,Chelsea,DF,22,31,31,2789,1,1,8,0,1.3,1.1,13,124,11,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.8,0.10,0.06,9.9,2167,89.6,39487,92.7,95.3,57.7,14,144,7,3,124,37,1.19,3,0.10,40,28,25,9,34,24,10,31,2669,330,1241,1310,128,35,10,60.0,40.0,1526,3857,13,11,1,13,8,1964,11,42,18,4,13,108,76,51,59.8
Lewis Cook,ENG,Bournemouth,"MF,DF",28,34,30,2816,1,3,8,0,0.9,4.1,33,153,49,0.03,0.10,0.03,0.13,N/a,N/a,N/a,N/a,28.6,0.13,0.07,23.4,1157,76.8,20164,84.7,85.1,45.7,48,150,26,11,153,87,2.78,5,0.16,80,42,65,30,30,11,19,40,1813,85,426,954,453,19,18,61.1,38.9,790,2113,33,29,4,29,17,904,49,46,10,3,127,182,40,34,54.1
Lewis Dunk,ENG,Brighton,DF,33,24,22,1993,0,0,5,0,0.8,0.5,20,142,3,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,25.0,0.14,0.00,12.1,1724,90.9,32037,96.2,95.1,62.5,6,154,6,0,142,19,0.86,3,0.14,17,10,19,8,26,17,9,12,2062,245,966,994,112,21,1,0.0,100.0,1302,3247,20,18,0,8,3,1509,3,7,10,2,5,102,49,30,62.0
Lewis Hall,ENG,Newcastle Utd,DF,20,27,24,2189,0,4,3,0,0.4,4.3,41,123,80,0.00,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,21999,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2
Lewis Miley,ENG,Newcastle Utd,MF,19,12,1,249,1,0,0,0,0.5,0.0,2,14,7,0.36,0.00,0.20,0.01,N/a,N/a,N/a,N/a,66.7,0.72,0.33,14.6,142,87.7,2084,88.9,96.1,87.5,1,10,4,0,14,3,1.08,0,0.00,11,9,11,5,5,1,4,2,198,5,37,105,57,5,3,33.3,33.3,96,186,2,1,0,5,1,141,7,3,1,0,0,16,5,5,50.0
Liam Delap,ENG,Ipswich Town,FW,22,34,31,2491,12,2,10,0,9.3,1.9,60,30,105,0.43,0.07,0.34,0.07,N/a,N/a,N/a,N/a,43.8,1.01,0.16,16.0,211,61.2,2913,70.7,63.5,39.1,21,16,6,0,30,62,2.24,7,0.25,10,7,14,12,8,0,8,2,659,29,78,277,326,89,84,46.4,42.9,436,1570,60,46,29,99,58,519,105,67,50,13,5,66,53,69,43.4
Lisandro Martínez,ARG,Manchester Utd,DF,27,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.10,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,20292,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.10,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2
Lloyd Kelly,ENG,Newcastle Utd,DF,26,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.00,0.30,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.3,146,80.7,2636,87.7,89.7,41.7,2,6,1,1,9,2,0.59,1,0.30,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,5,5,1,1,19,6,2,75.0
Lucas Bergvall,SWE,Tottenham,MF,19,27,11,1212,0,1,3,0,0.7,0.6,33,49,31,0.00,0.07,0.05,0.04,N/a,N/a,N/a,N/a,16.7,0.15,0.00,19.9,629,87.4,10567,91.9,89.8,74.6,11,53,7,3,49,22,1.63,4,0.30,39,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,1634,33,21,4,20,19,586,31,20,17,0,21,73,9,8,52.9
Lucas Digne,FRA,Aston Villa,DF,31,31,27,2261,0,4,4,0,0.8,4.4,23,55,140,0.00,0.16,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.12,0.00,22.7,932,75.1,15152,88.2,78.6,40.1,35,43,29,18,55,63,2.51,5,0.20,63,37,64,21,23,4,19,25,1486,93,520,449,527,28,19,47.4,47.4,672,1328,23,14,4,17,16,808,140,20,14,7,138,100,35,27,56.5
Lucas Paquetá,BRA,West Ham,"MF,FW",27,30,26,2257,4,0,8,0,5.2,3.0,20,140,82,0.16,0.00,0.21,0.12,N/a,N/a,N/a,N/a,7.9,0.12,0.05,19.6,1047,77.4,17297,84.0,79.3,63.5,35,121,41,4,140,78,3.11,6,0.24,63,35,49,25,27,4,23,17,1672,58,338,919,428,56,42,40.5,47.6,862,1255,20,31,2,51,50,1181,82,49,57,6,28,140,47,57,45.2
Luis Díaz,COL,Liverpool,FW,28,33,26,2225,12,5,2,0,10.0,4.9,103,103,269,0.49,0.20,0.40,0.20,N/a,N/a,N/a,N/a,41.5,1.09,0.18,13.5,697,84.3,11124,88.6,86.0,82.4,54,45,43,6,103,116,4.69,16,0.65,33,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,2803,103,53,55,51,43,878,269,48,30,10,30,98,12,33,26.7
Luis Guilherme,BRA,West Ham,"MF,FW",19,11,1,138,0,0,0,0,0.3,0.1,3,3,13,0.00,0.00,0.19,0.05,N/a,N/a,N/a,N/a,33.3,0.65,0.00,14.9,47,83.9,727,96.8,86.7,57.1,3,3,3,2,3,10,6.52,0,0.00,1,0,3,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,4,0,8,7,2,1,66.7
